author,statement,source,date,target
Loreben Tuquero,“WEF admits Maui wildfires orchestrated to transform Hawaii into 15-minute cities.”,Facebook posts,"August 22, 2023",FALSE
Maria Briceño,"La vacuna contra COVID-19 ""contiene óxido de grafeno"" y para desintoxicarte toma ""dióxido de cloro"".",Facebook posts,"August 22, 2023",FALSE
Ciara O'Rourke,“Michelle Obama finally responds to Obama’s hidden gay secret.”,Facebook posts,"August 21, 2023",pants-fire
Louis Jacobson,“A higher percentage of American workers are working today than ever before.”,Joe Biden,"August 21, 2023",barely-true
Marta Campabadal,"""Hawaii is being attacked by direct energy weapons.""",Instagram posts,"• August 18,",FALSE
Amy Sherman,"Fulton County District Attorney Fani Willis “campaigned and raised money on, ‘I will get Trump.’”",Donald Trump,"August 18, 2023",FALSE
Loreben Tuquero,A book published Aug. 10 about the Maui wildfires is proof the wildfires were planned.,Social Media,"August 17, 2023",FALSE
Louis Jacobson,“I’ve already” declared a national climate emergency,Joe Biden,"August 17, 2023",FALSE
Sara Swann,“The FDA is now saying that it’s OK to take ivermectin if you have COVID.”,Maria Bartiromo,"August 17, 2023",FALSE
Tom Kertscher,"""The federal government has just declared a major food shortage emergency"" in six states.",Facebook posts,"August 16, 2023",FALSE
Jeff Cercone,"Video shows Hawaii Gov. Josh Green “wants to turn Lahaina Maui into state lands. All planned for smart city.""",Instagram posts,"August 16, 2023",FALSE
Loreben Tuquero,“Military arrests Pfizer CEO Albert Bourla.”,Instagram posts,"August 16, 2023",pants-fire
Matthew Crowley,"“In three short years, we achieved energy independence.”",Mike Pence,"August 16, 2023",half-true
Madison Czopek,"“Wildfires do not completely burn out cars, glass and all, yet leaving nearby trees and utility poles still standing upright.”",Facebook posts,"August 15, 2023",FALSE
Ciara O'Rourke,"While nearly naked, a member of Mexico’s congress said, “You are ashamed to see me naked, but you are not ashamed to see your people in the streets naked.”",Instagram posts,"August 15, 2023",barely-true
Jeff Cercone,Maui fires are part of an intentional effort to rebuild the island into a “smart island.”,Instagram posts,"August 14, 2023",FALSE
Tom Kertscher,"COVID-19 vaccines have killed 676,000 Americans.",Steve Kirsch,"August 14, 2023",pants-fire
Sara Swann,Police report shows “massive 2020 voter fraud uncovered in Michigan.”,The Gateway Pundit,"August 14, 2023",FALSE
Ciara O'Rourke,“Hiroshima and Nagasaki were never nuked.”,Facebook posts,"August 14, 2023",pants-fire
Maria Briceño,Bud Light billboard says “lol CRYBABIES”,Instagram posts,"August 14, 2023",FALSE
Ciara O'Rourke,Photos show people wearing Ku Klux Klan hoods in the mini-mart owned by someone involved in the Montgomery riverfront brawl.,Facebook posts,"August 14, 2023",FALSE
Samantha Putterman,“We’ve eliminated critical race theory in our K through 12 schools.”,Ron DeSantis,"August 14, 2023",barely-true
Nuria Diaz,"""Illinois is now letting illegal aliens become police officers.""",Ron DeSantis,"• August 11,",barely-true
Paul Specht,A bill sponsored by U.S. Sen. Bernie Sanders would “increase government control” of pharmacy benefit managers and is a “radical health care takeover.”,Citizens Against Government Waste,"August 11, 2023",barely-true
Jeff Cercone,Photos are proof that Hawaii fires were caused by a “direct energy weapon assault on the people.”,Instagram posts,"August 11, 2023",FALSE
Ciara O'Rourke,Fox News reported on “an energy-saving device that can save 90% of electricity” from Elon Musk.,Facebook posts,"August 11, 2023",FALSE
Ciara O'Rourke,The United Nations has warned Christians that if we do not fully accept the legalization of pedophilia that we will be excluded from participating in society.,Bloggers,"August 11, 2023",FALSE
Ciara O'Rourke,BBC News reported that British residents “no longer need to work” thanks to an investment project from Elon Musk.,Facebook posts,"August 11, 2023",pants-fire
Ciara O'Rourke,"“Putin bans 5G across Russia, destroys all towers.”",Bloggers,"August 10, 2023",FALSE
Jeff Cercone,"Video showing celebrities, politicians and other notable figures with black eyes proves they are part of the Illuminati.",Facebook posts,"August 10, 2023",pants-fire
Ciara O'Rourke,Country singer Jason Aldean sued “The View” co-host Whoopi Goldberg.,Facebook posts,"August 10, 2023",FALSE
Jeff Cercone,"""WEF chairman Klaus Schwab openly calls for AI technology to replace Democratic elections!”",Instagram posts,"August 9, 2023",FALSE
Madison Czopek,Douglass Mackey was convicted “because he made a meme in the 2016 election.”,Charlie Kirk,"August 9, 2023",barely-true
Ciara O'Rourke,“King Charles exposed at Buckingham Palace as ancient reptilian shapeshifter.”,Facebook posts,"August 9, 2023",pants-fire
Ciara O'Rourke,Golfer John Daly commented on soccer player Megan Rapinoe “choking” during the World Cup.,Viral image,"August 9, 2023",FALSE
Amy Sherman,“They are trying to make it illegal to question the results of a bad election.”,Donald Trump,"August 9, 2023",FALSE
Tom Kertscher,"California passed a law “reducing penalties for oral, anal sex with willing children.”",Instagram posts,"August 9, 2023",FALSE
Maria Ramirez,The Trump administration “built nearly 500 miles of border wall.”,Donald Trump,"• August 9,",half-true
Jeff Cercone,"""Beyonce paid $100K for Maryland Metro to run later following weather delays for her concert.”",Instagram posts,"August 9, 2023",TRUE
Louis Jacobson,"“During Biden’s first 30 months in office, just 2.1 million new jobs were created, and by contrast, during my first 30 months in office we created 4.9 million new jobs.”",Donald Trump,"August 8, 2023",FALSE
Louis Jacobson,“There are polls that also say I have great approval ratings.”,Kamala Harris,"August 8, 2023",FALSE
Ciara O'Rourke,Video shows a man interrupting Republican presidential candidate Will Hurd on “The View.”,Viral image,"August 8, 2023",FALSE
Ciara O'Rourke,Video shows President Joe Biden falling asleep “on live TV.”,Viral image,"August 8, 2023",FALSE
Loreben Tuquero,“Code red emergency - poison released in the air” affecting 127 million people.,Facebook posts,"August 8, 2023",barely-true
Samantha Putterman,"Says Gov. Ron DeSantis “opposed my China tariffs and he heartlessly opposed” $28 billion for farm relief, which was paid for by China.",Donald Trump,"August 8, 2023",FALSE
Sara Swann,“Disease X” is “the next plandemic.”,TikTok posts,"August 7, 2023",FALSE
Jeff Cercone,"""FBI director Wray confirms Joe Biden is under criminal investigation for Ukrainian bribes by the U.S. attorney in Delaware then tries to backpedal.”",Instagram posts,"August 7, 2023",FALSE
Madison Czopek,“We’re seeing two massive explosions on U.S. critical infrastructure in the past 24 hours that have caused power outages.”,Facebook posts,"August 7, 2023",FALSE
Marta Campabadal,"""Some states have “tried to ban teaching Latino and Hispanic history.”",Kamala Harris,"• August 7,",barely-true
Jeff Cercone,“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Instagram posts,"August 4, 2023",FALSE
Madison Czopek,Video shows that Attorney General Merrick Garland “cries like kid after Taylor Greene calls out stupid ‘Trump’s Arraignment.’”,Facebook posts,"August 3, 2023",FALSE
Sara Swann,“13 nations agree to abolish farming in order to save the planet.”,Instagram posts,"August 3, 2023",FALSE
Marta Campabadal,“Una aguja puede salvar la vida de una persona teniendo un derrame cerebral”.,Facebook posts,"• August 3,",FALSE
Louis Jacobson,"""Wages are up after being adjusted for inflation.""",Joe Biden,"August 3, 2023",half-true
Marta Campabadal,"""Carne sintética impresa en 3D para todo el mundo la nueva orden de la ONU para preservar el planeta"".",Facebook posts,"• August 3,",FALSE
Madison Czopek,"Nicole Schwab said, “Permanent climate lockdowns coming — whether you like it or not.”",Instagram posts,"August 3, 2023",FALSE
Louis Jacobson,“Consumer confidence is the highest it’s been in years.”,Chris Coons,"August 3, 2023",barely-true
Madison Czopek,"Judge Tanya Chutkan “is the only federal judge in Washington, D.C., who has sentenced Jan. 6 defendants to sentences longer than the government had requested.”",Jack Posobiec,"August 2, 2023",FALSE
Sara Swann,People who received COVID-19 vaccines can “detoxify” their bodies from the spike protein.,Instagram posts,"August 2, 2023",FALSE
Loreben Tuquero,"The White House delivered an “official statement” July 28 that we “need to be getting prepared for something big to happen, potentially to our critical infrastructure.”",Facebook posts,"August 2, 2023",FALSE
Tom Kertscher,A new law allows people to permanently erase unpaid debt older than two years from their credit records.,TikTok posts,"August 1, 2023",FALSE
Marta Campabadal,"""Joe Biden no sabía que esta mujer estaba grabando y puedes escucharlo olfatear agresivamente a su pequeño hijo”.",Instagram posts,"• August 1,",FALSE
Tom Kertscher,“Skin cancer is a relatively new phenomenon in the last 60 years or so.”,Instagram posts,"August 1, 2023",FALSE
Loreben Tuquero,"Former President Barack Obama “removed 500,000 pedophiles from background check database.”",Instagram posts,"July 31, 2023",FALSE
Jeff Cercone,Photos of Barack Obama golfing with bandaged fingers are proof of his involvement in Tafari Campbell’s death.,Instagram posts,"July 31, 2023",FALSE
Madison Czopek,"There was a recent attempt to assassinate Donald Trump in Reno, Nevada.",Facebook posts,"July 31, 2023",FALSE
Tom Kertscher,"Says Bill Gates said, “We’re taking things that are genetically modified organisms, and we’re injecting them into little kids’ arms” in the context of the COVID-19 pandemic.",Facebook posts,"July 31, 2023",FALSE
Jeff Cercone,"Doctors in the Netherlands “ordered” to euthanize “citizens with autism and other minor disabilities, even if the patient does not currently express any desire to die.""",Facebook posts,"July 28, 2023",FALSE
Nuria Diaz,Estas imágenes muestran a LeBron James vestido de rosa para la película “Barbie”.,Social Media,"• July 28,",FALSE
Michelle Andrews,“Tens of millions of Americans live in communities where they cannot find a doctor while others have to wait months to be seen.”,Bernie Sanders,"July 28, 2023",mostly-true
Tom Kertscher,A wind turbine must “spin continually for over four years just to replace the energy it took to manufacture it.”,Instagram posts,"July 28, 2023",FALSE
Louis Jacobson,"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Joe Biden,"July 28, 2023",mostly-true
Maria Briceño,"""In Biden's America, 7 million people illegally crossed the border and are given a free cellphone and airline tickets.""",Francis Suarez,"July 28, 2023",barely-true
Jill Terreri,“You can work at some McDonald’s in this country for more money than … signing up for the military.”,Nicole Malliotakis,"• July 28,",half-true
Maria Briceño,"""No hay calentamiento global, de hecho las gráficas indican que nos estamos enfriando cada vez más”.",Facebook posts,"July 28, 2023",pants-fire
Jeff Cercone,“The government just stated under oath that they are in possession of UFOs and nonhuman alien bodies.”,Lizzo,"July 28, 2023",FALSE
Nuria Diaz,These images show LeBron James dressed in pink for the “Barbie” movie.,Social Media,"• July 27,",FALSE
Nuria Diaz,"""Las personas mayores de 65 años con dificultades financieras"" pueden calificar para una ""flex card"" de Medicare para comprar alimentos, pagar trabajo dental y otras necesidades.",Facebook posts,"• July 27,",barely-true
Sara Swann,"Borax can be used to treat a variety of health problems, including joint pain, kidney stones, osteoporosis and chronic fatigue.",Facebook posts,"July 27, 2023",pants-fire
Jeff Cercone,"""Senator Mitt Romney threatens to leave the Republican party and join Democrats.”",Instagram posts,"July 27, 2023",FALSE
Madison Czopek,Video shows a van “‘Queer testing’ kids without parental approval … (that) involves clothing removal.”,Facebook posts,"July 27, 2023",pants-fire
Paul Specht,"Immigrants are supposed to “apply for asylum in the country where they are, and then they try to come into the United States.”",Virginia Foxx,"July 27, 2023",FALSE
